time 2,time 1,delay,,delay 2,delay 1,,jitter,,
57.739324,57.73923,9.4E-05,,9.4E-05,-9.4E-05,,0.000188,,
57.739353,57.739324,2.9E-05,,2.9E-05,-2.9E-05,,5.8E-05,,
57.74809,57.739353,0.008737,,0.008737,-0.008737,,0.017474,,
57.74809,57.74809,0,,0,0,,0,,
57.74809,57.74809,0,,0,0,,0,,
57.797511,57.74809,0.049421,,0.049421,-0.049421,,0.098842,,
57.846946,57.797511,0.049435,,0.049435,-0.049435,,0.09887,,
58.018029,57.846946,0.171083,,0.171083,-0.171083,,0.342166,,
58.018029,58.018029,0,,0,0,,0,,
58.018104,58.018029,7.5E-05,,7.5E-05,-7.5E-05,,0.00015,,
58.028021,58.018104,0.009917,,0.009917,-0.009917,,0.019834,,
58.321292,58.028021,0.293271,,0.293271,-0.293271,,0.586542,,
58.321292,58.321292,0,,0,0,,0,,
58.321292,58.321292,0,,0,0,,0,,
58.321396,58.321292,0.000104,,0.000104,-0.000104,,0.000208,,
58.321636,58.321396,0.00024,,0.00024,-0.00024,,0.00048,,
58.323002,58.321636,0.001366,,0.001366,-0.001366,,0.002732,,
58.331593,58.323002,0.008591,,0.008591,-0.008591,,0.017182,,
58.66179,58.331593,0.330197,,0.330197,-0.330197,,0.660394,,
58.661832,58.66179,4.2E-05,,4.2E-05,-4.2E-05,,8.4E-05,,
58.675253,58.661832,0.013421,,0.013421,-0.013421,,0.026842,,
58.675475,58.675253,0.000222,,0.000222,-0.000222,,0.000444,,
58.67604,58.675475,0.000565,,0.000565,-0.000565,,0.00113,,
58.676083,58.67604,4.3E-05,,4.3E-05,-4.3E-05,,8.6E-05,,
58.676083,58.676083,0,,0,0,,0,,
58.676083,58.676083,0,,0,0,,0,,
58.676159,58.676083,7.6E-05,,7.6E-05,-7.6E-05,,0.000152,,
58.807102,58.676159,0.130943,,0.130943,-0.130943,,0.261886,,
58.807191,58.807102,8.9E-05,,8.9E-05,-8.9E-05,,0.000178,,
58.807191,58.807191,0,,0,0,,0,,
58.807191,58.807191,0,,0,0,,0,,
58.807238,58.807191,4.7E-05,,4.7E-05,-4.7E-05,,9.4E-05,,
58.807751,58.807238,0.000513,,0.000513,-0.000513,,0.001026,,
58.807751,58.807751,0,,0,0,,0,,
58.807813,58.807751,6.2E-05,,6.2E-05,-6.2E-05,,0.000124,,
58.819965,58.807813,0.012152,,0.012152,-0.012152,,0.024304,,
59.014698,58.819965,0.194733,,0.194733,-0.194733,,0.389466,,
59.019387,59.014698,0.004689,,0.004689,-0.004689,,0.009378,,
59.019492,59.019387,0.000105,,0.000105,-0.000105,,0.00021,,
59.019492,59.019492,0,,0,0,,0,,
59.019492,59.019492,0,,0,0,,0,,
59.019556,59.019492,6.4E-05,,6.4E-05,-6.4E-05,,0.000128,,
59.019672,59.019556,0.000116,,0.000116,-0.000116,,0.000232,,
59.019672,59.019672,0,,0,0,,0,,
59.019672,59.019672,0,,0,0,,0,,
59.019705,59.019672,3.3E-05,,3.3E-05,-3.3E-05,,6.6E-05,,
59.023788,59.019705,0.004083,,0.004083,-0.004083,,0.008166,,
59.023926,59.023788,0.000138,,0.000138,-0.000138,,0.000276,,
59.023996,59.023926,7E-05,,7E-05,-7E-05,,0.00014,,
59.072602,59.023996,0.048606,,0.048606,-0.048606,,0.097212,,
59.337123,59.072602,0.264521,,0.264521,-0.264521,,0.529042,,
59.337123,59.337123,0,,0,0,,0,,
59.337185,59.337123,6.2E-05,,6.2E-05,-6.2E-05,,0.000124,,
59.337256,59.337185,7.1E-05,,7.1E-05,-7.1E-05,,0.000142,,
59.337725,59.337256,0.000469,,0.000469,-0.000469,,0.000938,,
59.337757,59.337725,3.2E-05,,3.2E-05,-3.2E-05,,6.4E-05,,
59.33784,59.337757,8.3E-05,,8.3E-05,-8.3E-05,,0.000166,,
59.380748,59.33784,0.042908,,0.042908,-0.042908,,0.085816,,
59.779942,59.380748,0.399194,,0.399194,-0.399194,,0.798388,,
60.827751,59.779942,1.047809,,1.047809,-1.047809,,2.095618,,
60.827881,60.827751,0.00013,,0.00013,-0.00013,,0.00026,,
61.074425,60.827881,0.246544,,0.246544,-0.246544,,0.493088,,
61.085817,61.074425,0.011392,,0.011392,-0.011392,,0.022784,,
61.418482,61.085817,0.332665,,0.332665,-0.332665,,0.66533,,
61.418592,61.418482,0.00011,,0.00011,-0.00011,,0.00022,,
61.419464,61.418592,0.000872,,0.000872,-0.000872,,0.001744,,
61.429592,61.419464,0.010128,,0.010128,-0.010128,,0.020256,,
61.742535,61.429592,0.312943,,0.312943,-0.312943,,0.625886,,
61.836325,61.742535,0.09379,,0.09379,-0.09379,,0.18758,,
62.243028,61.836325,0.406703,,0.406703,-0.406703,,0.813406,,
62.2843,62.243028,0.041272,,0.041272,-0.041272,,0.082544,,
62.338683,62.2843,0.054383,,0.054383,-0.054383,,0.108766,,
62.55531,62.338683,0.216627,,0.216627,-0.216627,,0.433254,,
63.279056,62.55531,0.723746,,0.723746,-0.723746,,1.447492,,
63.288968,63.279056,0.009912,,0.009912,-0.009912,,0.019824,,
63.586327,63.288968,0.297359,,0.297359,-0.297359,,0.594718,,
63.679842,63.586327,0.093515,,0.093515,-0.093515,,0.18703,,
63.679881,63.679842,3.9E-05,,3.9E-05,-3.9E-05,,7.8E-05,,
64.180403,63.679881,0.500522,,0.500522,-0.500522,,1.001044,,
64.187331,64.180403,0.006928,,0.006928,-0.006928,,0.013856,,
64.187331,64.187331,0,,0,0,,0,,
64.239844,64.187331,0.052513,,0.052513,-0.052513,,0.105026,,
64.4642,64.239844,0.224356,,0.224356,-0.224356,,0.448712,,
64.527476,64.4642,0.063276,,0.063276,-0.063276,,0.126552,,
64.527707,64.527476,0.000231,,0.000231,-0.000231,,0.000462,,
64.872653,64.527707,0.344946,,0.344946,-0.344946,,0.689892,,
64.872653,64.872653,0,,0,0,,0,,
64.873236,64.872653,0.000583,,0.000583,-0.000583,,0.001166,,
64.873259,64.873236,2.3E-05,,2.3E-05,-2.3E-05,,4.6E-05,,
64.883786,64.873259,0.010527,,0.010527,-0.010527,,0.021054,,
64.916766,64.883786,0.03298,,0.03298,-0.03298,,0.06596,,
65.379842,64.916766,0.463076,,0.463076,-0.463076,,0.926152,,
65.379842,65.379842,0,,0,0,,0,,
65.379842,65.379842,0,,0,0,,0,,
65.379842,65.379842,0,,0,0,,0,,
65.379966,65.379842,0.000124,,0.000124,-0.000124,,0.000248,,
65.390466,65.379966,0.0105,,0.0105,-0.0105,,0.021,,
65.396323,65.390466,0.005857,,0.005857,-0.005857,,0.011714,,
65.731922,65.396323,0.335599,,0.335599,-0.335599,,0.671198,,
65.732208,65.731922,0.000286,,0.000286,-0.000286,,0.000572,,
65.732208,65.732208,0,,0,0,,0,,
65.743363,65.732208,0.011155,,0.011155,-0.011155,,0.02231,,
66.031096,65.743363,0.287733,,0.287733,-0.287733,,0.575466,,
66.193948,66.031096,0.162852,,0.162852,-0.162852,,0.325704,,
66.194023,66.193948,7.5E-05,,7.5E-05,-7.5E-05,,0.00015,,
66.882824,66.194023,0.688801,,0.688801,-0.688801,,1.377602,,
66.893124,66.882824,0.0103,,0.0103,-0.0103,,0.0206,,
67.196158,66.893124,0.303034,,0.303034,-0.303034,,0.606068,,
68.325145,67.196158,1.128987,,1.128987,-1.128987,,2.257974,,
68.325639,68.325145,0.000494,,0.000494,-0.000494,,0.000988,,
68.683855,68.325639,0.358216,,0.358216,-0.358216,,0.716432,,
68.683909,68.683855,5.4E-05,,5.4E-05,-5.4E-05,,0.000108,,
68.683955,68.683909,4.6E-05,,4.6E-05,-4.6E-05,,9.2E-05,,
68.739361,68.683955,0.055406,,0.055406,-0.055406,,0.110812,,
69.183068,68.739361,0.443707,,0.443707,-0.443707,,0.887414,,
69.183068,69.183068,0,,0,0,,0,,
69.183068,69.183068,0,,0,0,,0,,
69.183068,69.183068,0,,0,0,,0,,
69.226539,69.183068,0.043471,,0.043471,-0.043471,,0.086942,,
69.74399,69.226539,0.517451,,0.517451,-0.517451,,1.034902,,
69.941687,69.74399,0.197697,,0.197697,-0.197697,,0.395394,,
70.265644,69.941687,0.323957,,0.323957,-0.323957,,0.647914,,
70.313186,70.265644,0.047542,,0.047542,-0.047542,,0.095084,,
70.600067,70.313186,0.286881,,0.286881,-0.286881,,0.573762,,
70.612092,70.600067,0.012025,,0.012025,-0.012025,,0.02405,,
70.879618,70.612092,0.267526,,0.267526,-0.267526,,0.535052,,
70.879859,70.879618,0.000241,,0.000241,-0.000241,,0.000482,,
70.97361,70.879859,0.093751,,0.093751,-0.093751,,0.187502,,
70.973877,70.97361,0.000267,,0.000267,-0.000267,,0.000534,,
71.151117,70.973877,0.17724,,0.17724,-0.17724,,0.35448,,
71.151252,71.151117,0.000135,,0.000135,-0.000135,,0.00027,,
71.151252,71.151252,0,,0,0,,0,,
71.151367,71.151252,0.000115,,0.000115,-0.000115,,0.00023,,
71.16161,71.151367,0.010243,,0.010243,-0.010243,,0.020486,,
71.327122,71.16161,0.165512,,0.165512,-0.165512,,0.331024,,
71.749824,71.327122,0.422702,,0.422702,-0.422702,,0.845404,,
71.749984,71.749824,0.00016,,0.00016,-0.00016,,0.00032,,
71.760803,71.749984,0.010819,,0.010819,-0.010819,,0.021638,,
71.804805,71.760803,0.044002,,0.044002,-0.044002,,0.088004,,
71.93739,71.804805,0.132585,,0.132585,-0.132585,,0.26517,,
71.94395,71.93739,0.00656,,0.00656,-0.00656,,0.01312,,
72.203364,71.94395,0.259414,,0.259414,-0.259414,,0.518828,,
72.203576,72.203364,0.000212,,0.000212,-0.000212,,0.000424,,
72.203576,72.203576,0,,0,0,,0,,
72.203576,72.203576,0,,0,0,,0,,
72.203576,72.203576,0,,0,0,,0,,
72.203737,72.203576,0.000161,,0.000161,-0.000161,,0.000322,,
72.203795,72.203737,5.8E-05,,5.8E-05,-5.8E-05,,0.000116,,
72.637259,72.203795,0.433464,,0.433464,-0.433464,,0.866928,,
72.746564,72.637259,0.109305,,0.109305,-0.109305,,0.21861,,
72.802089,72.746564,0.055525,,0.055525,-0.055525,,0.11105,,
72.947347,72.802089,0.145258,,0.145258,-0.145258,,0.290516,,
72.947347,72.947347,0,,0,0,,0,,
72.947411,72.947347,6.4E-05,,6.4E-05,-6.4E-05,,0.000128,,
72.958607,72.947411,0.011196,,0.011196,-0.011196,,0.022392,,
73.049776,72.958607,0.091169,,0.091169,-0.091169,,0.182338,,
73.105598,73.049776,0.055822,,0.055822,-0.055822,,0.111644,,
73.158573,73.105598,0.052975,,0.052975,-0.052975,,0.10595,,
73.29777,73.158573,0.139197,,0.139197,-0.139197,,0.278394,,
73.496965,73.29777,0.199195,,0.199195,-0.199195,,0.39839,,
73.496965,73.496965,0,,0,0,,0,,
73.545922,73.496965,0.048957,,0.048957,-0.048957,,0.097914,,
73.700523,73.545922,0.154601,,0.154601,-0.154601,,0.309202,,
73.700575,73.700523,5.2E-05,,5.2E-05,-5.2E-05,,0.000104,,
74.114981,73.700575,0.414406,,0.414406,-0.414406,,0.828812,,
74.114981,74.114981,0,,0,0,,0,,
74.115197,74.114981,0.000216,,0.000216,-0.000216,,0.000432,,
74.115237,74.115197,4E-05,,4E-05,-4E-05,,8E-05,,
74.125581,74.115237,0.010344,,0.010344,-0.010344,,0.020688,,
74.513311,74.125581,0.38773,,0.38773,-0.38773,,0.77546,,
74.907381,74.513311,0.39407,,0.39407,-0.39407,,0.78814,,
74.917828,74.907381,0.010447,,0.010447,-0.010447,,0.020894,,
75.313207,74.917828,0.395379,,0.395379,-0.395379,,0.790758,,
75.934898,75.313207,0.621691,,0.621691,-0.621691,,1.243382,,
75.934996,75.934898,9.8E-05,,9.8E-05,-9.8E-05,,0.000196,,
75.935025,75.934996,2.9E-05,,2.9E-05,-2.9E-05,,5.8E-05,,
75.935272,75.935025,0.000247,,0.000247,-0.000247,,0.000494,,
75.94506,75.935272,0.009788,,0.009788,-0.009788,,0.019576,,
76.285705,75.94506,0.340645,,0.340645,-0.340645,,0.68129,,
76.285705,76.285705,0,,0,0,,0,,
76.604141,76.285705,0.318436,,0.318436,-0.318436,,0.636872,,
76.604141,76.604141,0,,0,0,,0,,
76.604177,76.604141,3.6E-05,,3.6E-05,-3.6E-05,,7.2E-05,,
76.614708,76.604177,0.010531,,0.010531,-0.010531,,0.021062,,
76.900852,76.614708,0.286144,,0.286144,-0.286144,,0.572288,,
76.900852,76.900852,0,,0,0,,0,,
76.911666,76.900852,0.010814,,0.010814,-0.010814,,0.021628,,
77.192506,76.911666,0.28084,,0.28084,-0.28084,,0.56168,,
77.20862,77.192506,0.016114,,0.016114,-0.016114,,0.032228,,
77.259903,77.20862,0.051283,,0.051283,-0.051283,,0.102566,,
77.50689,77.259903,0.246987,,0.246987,-0.246987,,0.493974,,
77.507012,77.50689,0.000122,,0.000122,-0.000122,,0.000244,,
77.51762,77.507012,0.010608,,0.010608,-0.010608,,0.021216,,
77.74156,77.51762,0.22394,,0.22394,-0.22394,,0.44788,,
77.74156,77.74156,0,,0,0,,0,,
77.74156,77.74156,0,,0,0,,0,,
77.752607,77.74156,0.011047,,0.011047,-0.011047,,0.022094,,
77.997455,77.752607,0.244848,,0.244848,-0.244848,,0.489696,,
78.335205,77.997455,0.33775,,0.33775,-0.33775,,0.6755,,
78.705824,78.335205,0.370619,,0.370619,-0.370619,,0.741238,,
78.705862,78.705824,3.8E-05,,3.8E-05,-3.8E-05,,7.6E-05,,
78.895855,78.705862,0.189993,,0.189993,-0.189993,,0.379986,,
78.905792,78.895855,0.009937,,0.009937,-0.009937,,0.019874,,
79.078687,78.905792,0.172895,,0.172895,-0.172895,,0.34579,,
79.078687,79.078687,0,,0,0,,0,,
79.078687,79.078687,0,,0,0,,0,,
79.120166,79.078687,0.041479,,0.041479,-0.041479,,0.082958,,
79.357132,79.120166,0.236966,,0.236966,-0.236966,,0.473932,,
79.357308,79.357132,0.000176,,0.000176,-0.000176,,0.000352,,
79.357308,79.357308,0,,0,0,,0,,
79.357401,79.357308,9.3E-05,,9.3E-05,-9.3E-05,,0.000186,,
79.368747,79.357401,0.011346,,0.011346,-0.011346,,0.022692,,
79.587092,79.368747,0.218345,,0.218345,-0.218345,,0.43669,,
79.587301,79.587092,0.000209,,0.000209,-0.000209,,0.000418,,
79.587365,79.587301,6.4E-05,,6.4E-05,-6.4E-05,,0.000128,,
79.665085,79.587365,0.07772,,0.07772,-0.07772,,0.15544,,
79.665085,79.665085,0,,0,0,,0,,
79.665085,79.665085,0,,0,0,,0,,
79.665085,79.665085,0,,0,0,,0,,
79.665666,79.665085,0.000581,,0.000581,-0.000581,,0.001162,,
79.706783,79.665666,0.041117,,0.041117,-0.041117,,0.082234,,
79.944894,79.706783,0.238111,,0.238111,-0.238111,,0.476222,,
79.951468,79.944894,0.006574,,0.006574,-0.006574,,0.013148,,
80.018926,79.951468,0.067458,,0.067458,-0.067458,,0.134916,,
80.018926,80.018926,0,,0,0,,0,,
80.018993,80.018926,6.7E-05,,6.7E-05,-6.7E-05,,0.000134,,
80.142178,80.018993,0.123185,,0.123185,-0.123185,,0.24637,,
80.152636,80.142178,0.010458,,0.010458,-0.010458,,0.020916,,
80.379853,80.152636,0.227217,,0.227217,-0.227217,,0.454434,,
80.379853,80.379853,0,,0,0,,0,,
80.426677,80.379853,0.046824,,0.046824,-0.046824,,0.093648,,
80.524549,80.426677,0.097872,,0.097872,-0.097872,,0.195744,,
80.938217,80.524549,0.413668,,0.413668,-0.413668,,0.827336,,
80.938217,80.938217,0,,0,0,,0,,
80.938262,80.938217,4.5E-05,,4.5E-05,-4.5E-05,,9E-05,,
80.938317,80.938262,5.5E-05,,5.5E-05,-5.5E-05,,0.00011,,
80.938515,80.938317,0.000198,,0.000198,-0.000198,,0.000396,,
80.938515,80.938515,0,,0,0,,0,,
80.938515,80.938515,0,,0,0,,0,,
80.938553,80.938515,3.8E-05,,3.8E-05,-3.8E-05,,7.6E-05,,
80.938631,80.938553,7.8E-05,,7.8E-05,-7.8E-05,,0.000156,,
80.948678,80.938631,0.010047,,0.010047,-0.010047,,0.020094,,
81.305567,80.948678,0.356889,,0.356889,-0.356889,,0.713778,,
81.305567,81.305567,0,,0,0,,0,,
81.305651,81.305567,8.4E-05,,8.4E-05,-8.4E-05,,0.000168,,
81.305761,81.305651,0.00011,,0.00011,-0.00011,,0.00022,,
81.305761,81.305761,0,,0,0,,0,,
81.305793,81.305761,3.2E-05,,3.2E-05,-3.2E-05,,6.4E-05,,
81.305853,81.305793,6E-05,,6E-05,-6E-05,,0.00012,,
81.735699,81.305853,0.429846,,0.429846,-0.429846,,0.859692,,
81.735795,81.735699,9.6E-05,,9.6E-05,-9.6E-05,,0.000192,,
81.786501,81.735795,0.050706,,0.050706,-0.050706,,0.101412,,
82.338202,81.786501,0.551701,,0.551701,-0.551701,,1.103402,,
82.338202,82.338202,0,,0,0,,0,,
82.338269,82.338202,6.7E-05,,6.7E-05,-6.7E-05,,0.000134,,
82.597499,82.338269,0.25923,,0.25923,-0.25923,,0.51846,,
82.597593,82.597499,9.4E-05,,9.4E-05,-9.4E-05,,0.000188,,
82.597713,82.597593,0.00012,,0.00012,-0.00012,,0.00024,,
82.597713,82.597713,0,,0,0,,0,,
82.597713,82.597713,0,,0,0,,0,,
82.597745,82.597713,3.2E-05,,3.2E-05,-3.2E-05,,6.4E-05,,
82.597756,82.597745,1.1E-05,,1.1E-05,-1.1E-05,,2.2E-05,,
82.597787,82.597756,3.1E-05,,3.1E-05,-3.1E-05,,6.2E-05,,
82.838742,82.597787,0.240955,,0.240955,-0.240955,,0.48191,,
82.849682,82.838742,0.01094,,0.01094,-0.01094,,0.02188,,
83.172772,82.849682,0.32309,,0.32309,-0.32309,,0.64618,,
83.182873,83.172772,0.010101,,0.010101,-0.010101,,0.020202,,
83.225248,83.182873,0.042375,,0.042375,-0.042375,,0.08475,,
83.225353,83.225248,0.000105,,0.000105,-0.000105,,0.00021,,
83.235809,83.225353,0.010456,,0.010456,-0.010456,,0.020912,,
83.529359,83.235809,0.29355,,0.29355,-0.29355,,0.5871,,
83.529557,83.529359,0.000198,,0.000198,-0.000198,,0.000396,,
83.548432,83.529557,0.018875,,0.018875,-0.018875,,0.03775,,
83.548432,83.548432,0,,0,0,,0,,
83.548432,83.548432,0,,0,0,,0,,
83.558788,83.548432,0.010356,,0.010356,-0.010356,,0.020712,,
83.714946,83.558788,0.156158,,0.156158,-0.156158,,0.312316,,
83.715005,83.714946,5.9E-05,,5.9E-05,-5.9E-05,,0.000118,,
83.746902,83.715005,0.031897,,0.031897,-0.031897,,0.063794,,
83.839324,83.746902,0.092422,,0.092422,-0.092422,,0.184844,,
83.922255,83.839324,0.082931,,0.082931,-0.082931,,0.165862,,
83.922255,83.922255,0,,0,0,,0,,
83.933853,83.922255,0.011598,,0.011598,-0.011598,,0.023196,,
84.072114,83.933853,0.138261,,0.138261,-0.138261,,0.276522,,
84.07226,84.072114,0.000146,,0.000146,-0.000146,,0.000292,,
84.07226,84.07226,0,,0,0,,0,,
84.07226,84.07226,0,,0,0,,0,,
84.073048,84.07226,0.000788,,0.000788,-0.000788,,0.001576,,
84.121467,84.073048,0.048419,,0.048419,-0.048419,,0.096838,,
84.121536,84.121467,6.9E-05,,6.9E-05,-6.9E-05,,0.000138,,
84.194418,84.121536,0.072882,,0.072882,-0.072882,,0.145764,,
84.204497,84.194418,0.010079,,0.010079,-0.010079,,0.020158,,
84.475131,84.204497,0.270634,,0.270634,-0.270634,,0.541268,,
84.476945,84.475131,0.001814,,0.001814,-0.001814,,0.003628,,
84.976936,84.476945,0.499991,,0.499991,-0.499991,,0.999982,,
84.987939,84.976936,0.011003,,0.011003,-0.011003,,0.022006,,
85.442789,84.987939,0.45485,,0.45485,-0.45485,,0.9097,,
85.861611,85.442789,0.418822,,0.418822,-0.418822,,0.837644,,
85.962386,85.861611,0.100775,,0.100775,-0.100775,,0.20155,,
85.973135,85.962386,0.010749,,0.010749,-0.010749,,0.021498,,
86.262762,85.973135,0.289627,,0.289627,-0.289627,,0.579254,,
86.262762,86.262762,0,,0,0,,0,,
86.309772,86.262762,0.04701,,0.04701,-0.04701,,0.09402,,
86.528264,86.309772,0.218492,,0.218492,-0.218492,,0.436984,,
86.932321,86.528264,0.404057,,0.404057,-0.404057,,0.808114,,
86.942856,86.932321,0.010535,,0.010535,-0.010535,,0.02107,,
87.088541,86.942856,0.145685,,0.145685,-0.145685,,0.29137,,
87.088675,87.088541,0.000134,,0.000134,-0.000134,,0.000268,,
87.088748,87.088675,7.3E-05,,7.3E-05,-7.3E-05,,0.000146,,
87.089333,87.088748,0.000585,,0.000585,-0.000585,,0.00117,,
87.170723,87.089333,0.08139,,0.08139,-0.08139,,0.16278,,
87.359755,87.170723,0.189032,,0.189032,-0.189032,,0.378064,,
87.360382,87.359755,0.000627,,0.000627,-0.000627,,0.001254,,
87.501195,87.360382,0.140813,,0.140813,-0.140813,,0.281626,,
87.501195,87.501195,0,,0,0,,0,,
87.501458,87.501195,0.000263,,0.000263,-0.000263,,0.000526,,
87.501532,87.501458,7.4E-05,,7.4E-05,-7.4E-05,,0.000148,,
87.502224,87.501532,0.000692,,0.000692,-0.000692,,0.001384,,
87.502505,87.502224,0.000281,,0.000281,-0.000281,,0.000562,,
87.544555,87.502505,0.04205,,0.04205,-0.04205,,0.0841,,
87.632335,87.544555,0.08778,,0.08778,-0.08778,,0.17556,,
87.632335,87.632335,0,,0,0,,0,,
87.632398,87.632335,6.3E-05,,6.3E-05,-6.3E-05,,0.000126,,
87.632628,87.632398,0.00023,,0.00023,-0.00023,,0.00046,,
87.632734,87.632628,0.000106,,0.000106,-0.000106,,0.000212,,
87.632734,87.632734,0,,0,0,,0,,
87.632734,87.632734,0,,0,0,,0,,
87.632908,87.632734,0.000174,,0.000174,-0.000174,,0.000348,,
87.632948,87.632908,4E-05,,4E-05,-4E-05,,8E-05,,
87.633012,87.632948,6.4E-05,,6.4E-05,-6.4E-05,,0.000128,,
87.633261,87.633012,0.000249,,0.000249,-0.000249,,0.000498,,
87.633474,87.633261,0.000213,,0.000213,-0.000213,,0.000426,,
87.723691,87.633474,0.090217,,0.090217,-0.090217,,0.180434,,
87.723691,87.723691,0,,0,0,,0,,
87.724692,87.723691,0.001001,,0.001001,-0.001001,,0.002002,,
87.725689,87.724692,0.000997,,0.000997,-0.000997,,0.001994,,
87.725689,87.725689,0,,0,0,,0,,
87.725689,87.725689,0,,0,0,,0,,
87.725689,87.725689,0,,0,0,,0,,
87.725689,87.725689,0,,0,0,,0,,
87.725689,87.725689,0,,0,0,,0,,
87.725689,87.725689,0,,0,0,,0,,
87.725689,87.725689,0,,0,0,,0,,
87.725689,87.725689,0,,0,0,,0,,
87.725806,87.725689,0.000117,,0.000117,-0.000117,,0.000234,,
87.725832,87.725806,2.6E-05,,2.6E-05,-2.6E-05,,5.2E-05,,
87.725903,87.725832,7.1E-05,,7.1E-05,-7.1E-05,,0.000142,,
87.736984,87.725903,0.011081,,0.011081,-0.011081,,0.022162,,
87.738987,87.736984,0.002003,,0.002003,-0.002003,,0.004006,,
87.739233,87.738987,0.000246,,0.000246,-0.000246,,0.000492,,
87.739281,87.739233,4.8E-05,,4.8E-05,-4.8E-05,,9.6E-05,,
87.739453,87.739281,0.000172,,0.000172,-0.000172,,0.000344,,
87.847416,87.739453,0.107963,,0.107963,-0.107963,,0.215926,,
87.847416,87.847416,0,,0,0,,0,,
87.847566,87.847416,0.00015,,0.00015,-0.00015,,0.0003,,
87.847707,87.847566,0.000141,,0.000141,-0.000141,,0.000282,,
87.847707,87.847707,0,,0,0,,0,,
87.847707,87.847707,0,,0,0,,0,,
87.847707,87.847707,0,,0,0,,0,,
87.847707,87.847707,0,,0,0,,0,,
87.847707,87.847707,0,,0,0,,0,,
87.847707,87.847707,0,,0,0,,0,,
87.847784,87.847707,7.7E-05,,7.7E-05,-7.7E-05,,0.000154,,
87.847846,87.847784,6.2E-05,,6.2E-05,-6.2E-05,,0.000124,,
87.84791,87.847846,6.4E-05,,6.4E-05,-6.4E-05,,0.000128,,
87.849436,87.84791,0.001526,,0.001526,-0.001526,,0.003052,,
87.84996,87.849436,0.000524,,0.000524,-0.000524,,0.001048,,
87.851214,87.84996,0.001254,,0.001254,-0.001254,,0.002508,,
87.851303,87.851214,8.9E-05,,8.9E-05,-8.9E-05,,0.000178,,
87.854947,87.851303,0.003644,,0.003644,-0.003644,,0.007288,,
87.855156,87.854947,0.000209,,0.000209,-0.000209,,0.000418,,
87.855251,87.855156,9.5E-05,,9.5E-05,-9.5E-05,,0.00019,,
87.855315,87.855251,6.4E-05,,6.4E-05,-6.4E-05,,0.000128,,
87.8554,87.855315,8.5E-05,,8.5E-05,-8.5E-05,,0.00017,,
87.855653,87.8554,0.000253,,0.000253,-0.000253,,0.000506,,
87.855711,87.855653,5.8E-05,,5.8E-05,-5.8E-05,,0.000116,,
87.855755,87.855711,4.4E-05,,4.4E-05,-4.4E-05,,8.8E-05,,
87.855796,87.855755,4.1E-05,,4.1E-05,-4.1E-05,,8.2E-05,,
87.861981,87.855796,0.006185,,0.006185,-0.006185,,0.01237,,
87.861981,87.861981,0,,0,0,,0,,
87.862049,87.861981,6.8E-05,,6.8E-05,-6.8E-05,,0.000136,,
87.862116,87.862049,6.7E-05,,6.7E-05,-6.7E-05,,0.000134,,
87.863313,87.862116,0.001197,,0.001197,-0.001197,,0.002394,,
87.863313,87.863313,0,,0,0,,0,,
87.863313,87.863313,0,,0,0,,0,,
87.863313,87.863313,0,,0,0,,0,,
87.863313,87.863313,0,,0,0,,0,,
87.863313,87.863313,0,,0,0,,0,,
87.863313,87.863313,0,,0,0,,0,,
87.863313,87.863313,0,,0,0,,0,,
87.863313,87.863313,0,,0,0,,0,,
87.86337,87.863313,5.7E-05,,5.7E-05,-5.7E-05,,0.000114,,
87.863439,87.86337,6.9E-05,,6.9E-05,-6.9E-05,,0.000138,,
87.86349,87.863439,5.1E-05,,5.1E-05,-5.1E-05,,0.000102,,
87.873844,87.86349,0.010354,,0.010354,-0.010354,,0.020708,,
87.877181,87.873844,0.003337,,0.003337,-0.003337,,0.006674,,
87.877181,87.877181,0,,0,0,,0,,
87.877252,87.877181,7.1E-05,,7.1E-05,-7.1E-05,,0.000142,,
87.877359,87.877252,0.000107,,0.000107,-0.000107,,0.000214,,
87.877377,87.877359,1.8E-05,,1.8E-05,-1.8E-05,,3.6E-05,,
87.877557,87.877377,0.00018,,0.00018,-0.00018,,0.00036,,
87.877557,87.877557,0,,0,0,,0,,
87.877577,87.877557,2E-05,,2E-05,-2E-05,,4E-05,,
87.877667,87.877577,9E-05,,9E-05,-9E-05,,0.00018,,
87.877667,87.877667,0,,0,0,,0,,
87.877667,87.877667,0,,0,0,,0,,
87.877667,87.877667,0,,0,0,,0,,
87.877722,87.877667,5.5E-05,,5.5E-05,-5.5E-05,,0.00011,,
87.877786,87.877722,6.4E-05,,6.4E-05,-6.4E-05,,0.000128,,
87.878185,87.877786,0.000399,,0.000399,-0.000399,,0.000798,,
87.878185,87.878185,0,,0,0,,0,,
87.878208,87.878185,2.3E-05,,2.3E-05,-2.3E-05,,4.6E-05,,
87.878246,87.878208,3.8E-05,,3.8E-05,-3.8E-05,,7.6E-05,,
87.878306,87.878246,6E-05,,6E-05,-6E-05,,0.00012,,
87.878306,87.878306,0,,0,0,,0,,
87.878306,87.878306,0,,0,0,,0,,
87.878306,87.878306,0,,0,0,,0,,
87.878343,87.878306,3.7E-05,,3.7E-05,-3.7E-05,,7.4E-05,,
87.87838,87.878343,3.7E-05,,3.7E-05,-3.7E-05,,7.4E-05,,
87.90282,87.87838,0.02444,,0.02444,-0.02444,,0.04888,,
